name,time,advertising_interval,sequence_number
rssi,2024-04-02 14:27:03.003,100,1
rssi,2024-04-02 14:27:03.003,100,2
rssi,2024-04-02 14:27:03.003,100,3
rssi,2024-04-02 14:27:03.003,100,4
rssi,2024-04-02 14:27:03.003,100,5
rssi,2024-04-02 14:27:04.004,100,6
rssi,2024-04-02 14:27:04.004,100,7
rssi,2024-04-02 14:27:04.004,100,8
rssi,2024-04-02 14:27:04.004,100,9
rssi,2024-04-02 14:27:04.004,100,10
rssi,2024-04-02 14:27:04.004,100,11
rssi,2024-04-02 14:27:04.004,100,12
rssi,2024-04-02 14:27:04.004,100,13
rssi,2024-04-02 14:27:04.004,100,14
rssi,2024-04-02 14:27:04.004,100,15
rssi,2024-04-02 14:27:05.005,100,16
rssi,2024-04-02 14:27:05.005,100,17
rssi,2024-04-02 14:27:05.005,100,18
rssi,2024-04-02 14:27:05.005,100,19
rssi,2024-04-02 14:27:05.005,100,20
rssi,2024-04-02 14:27:05.005,100,21
rssi,2024-04-02 14:27:05.005,100,22
rssi,2024-04-02 14:27:05.005,100,23
rssi,2024-04-02 14:27:05.005,100,24
rssi,2024-04-02 14:27:06.006,100,25
rssi,2024-04-02 14:27:06.006,100,26
rssi,2024-04-02 14:27:06.006,100,27
rssi,2024-04-02 14:27:06.006,100,28
rssi,2024-04-02 14:27:06.006,100,29
rssi,2024-04-02 14:27:06.006,100,30
rssi,2024-04-02 14:27:06.006,100,31
rssi,2024-04-02 14:27:06.006,100,32
rssi,2024-04-02 14:27:06.006,100,33
rssi,2024-04-02 14:27:06.006,100,34
rssi,2024-04-02 14:27:07.007,100,35
rssi,2024-04-02 14:27:07.007,100,36
rssi,2024-04-02 14:27:07.007,100,37
rssi,2024-04-02 14:27:07.007,100,38
rssi,2024-04-02 14:27:07.007,100,39
rssi,2024-04-02 14:27:07.007,100,40
rssi,2024-04-02 14:27:07.007,100,41
rssi,2024-04-02 14:27:07.007,100,42
rssi,2024-04-02 14:27:07.007,100,43
rssi,2024-04-02 14:27:07.007,100,44
rssi,2024-04-02 14:27:08.008,100,45
rssi,2024-04-02 14:27:08.008,100,46
rssi,2024-04-02 14:27:08.008,100,47
rssi,2024-04-02 14:27:08.008,100,48
rssi,2024-04-02 14:27:08.008,100,49
rssi,2024-04-02 14:27:08.008,100,50
rssi,2024-04-02 14:27:08.008,100,51
rssi,2024-04-02 14:27:08.008,100,52
rssi,2024-04-02 14:27:08.008,100,53
rssi,2024-04-02 14:27:08.008,100,54
rssi,2024-04-02 14:27:09.009,100,55
